,case_id,bcoefficient,publication_year,total_citations,max_citations_in_a_year,max_citation_year,awakening_time_year,sleep_time_years,time_from_awakening_to_peak_years,peak_year_relative_importance,sleep_to_peak_ratio,case_label,ecli,case_type,judge,advocate,country,country-chamber,chamber,main_subject,lodge_date,document_date,year_document,month_document,year_lodge,month_lodge,case_time,n_countries,joined_cases,ruling_title,ruling_name,degree_centrality,closeness_centrality,betweenness_centrality,pagerank,hits_hubs,hits_authorities,case_name,top_cited,source,subject
15212,61995CJ0284,0.0,1998,9,2,1999,1998,0,1,0.2222222222222222,0.0,  Case C-284/95,EU:C:1998:352,Judgement,Ioannou,LÃ©ger,Italy,Italy-not_specified,not_specified,4,1995-08-28,1998-07-14,1998,7,1995.0,8.0,2.8794520547945206,1,0,Judgment of the Court of 14 July 1998. , Safety Hi-Tech Srl v S. &amp; T. Srl. ,0.0013577118030412745,0.06474403513876104,0.00032131101447082435,7.552384704717722e-05,8.983111736385251e-05,0.00021040647009561896,61995CJ0284:  Safety Hi-Tech Srl v S. &amp; T. Srl. ,0,61995CJ0284,Environment
15220,61995CJ0284,0.0,1998,9,2,1999,1998,0,1,0.2222222222222222,0.0,  Case C-284/95,EU:C:1998:352,Judgement,Ioannou,LÃ©ger,Italy,Italy-not_specified,not_specified,4,1995-08-28,1998-07-14,1998,7,1995.0,8.0,2.8794520547945206,1,0,Judgment of the Court of 14 July 1998. , Safety Hi-Tech Srl v S. &amp; T. Srl. ,0.0013577118030412745,0.06474403513876104,0.00032131101447082435,7.552384704717722e-05,8.983111736385251e-05,0.00021040647009561896,61995CJ0284:  Safety Hi-Tech Srl v S. &amp; T. Srl. ,0,61995CJ0284,Environment
15318,62005CJ0183,12.0,2007,3,2,2011,2010,3,1,0.6666666666666666,0.3333333333333333,  Case C-183/05,EU:C:2007:14,Judgement,KluÄka,LÃ©ger,Ireland,Ireland-Second Chamber,Second Chamber,1,2005-04-22,2007-01-11,2007,1,2005.0,4.0,1.7232876712328766,1,0,Judgment of the Court (Second Chamber) of 11 January 2007. , Commission of the European Communities v Ireland. ,0.0006335988414192613,0.0006860017531155913,9.92179728068886e-05,7.555730140044782e-05,2.5320815710926832e-05,1.8830644296870537e-06,62005CJ0183:  Commission of the European Communities v Ireland. ,0,62005CJ0183,Environment
15319,62005CJ0118,0.0,2006,6,4,2007,2006,0,1,0.6666666666666666,0.0,  Case C-118/05,EU:C:2006:35,Judgement,Ã Caoimh,LÃ©ger,Portugal,Portugal-Sixth Chamber,Sixth Chamber,1,2005-03-10,2006-01-12,2006,1,2005.0,3.0,0.8438356164383561,1,0,Judgment of the Court (Sixth Chamber) of 12 January 2006. , Commission of the European Communities v Portuguese Republic. ,0.0009051412020275162,0.04520129371953498,0.00041671755466751454,0.00010707183187112581,3.7146923104516464e-05,6.2189932125347925e-06,62005CJ0118:  Commission of the European Communities v Portuguese Republic. ,0,62005CJ0118,Environment
15320,62005CJ0293,0.0,2006,1,0,2006,2006,0,0,0.0,0.0,  Case C-293/05,EU:C:2006:750,Judgement,Borg Barthet,LÃ©ger,Italy,Italy-Sixth Chamber,Sixth Chamber,1,2005-07-20,2006-11-30,2006,11,2005.0,7.0,1.3643835616438356,1,0,Judgment of the Court (Sixth Chamber) of 30 November 2006. , Commission of the European Communities v Italian Republic. ,0.00018102824040550325,0.0,0.0,2.769082607392964e-05,1.2253172830787026e-05,0.0,62005CJ0293:  Commission of the European Communities v Italian Republic. ,0,62005CJ0293,Environment
15323,62003CJ0508,21.333333333333332,2006,13,4,2011,2009,3,2,0.3076923076923077,0.6666666666666666,  Case C-508/03,EU:C:2006:287,Judgement,Jann,LÃ©ger,United Kingdom,United Kingdom-First Chamber,First Chamber,2,2003-12-01,2006-05-04,2006,5,2003.0,12.0,2.4246575342465753,1,0,Judgment of the Court (First Chamber) of 4 May 2006. , Commission of the European Communities v United Kingdom of Great Britain and Northern Ireland. ,0.002896451846488052,0.04955926325229088,0.0017297795554102075,0.00011569076923561982,0.00016162618338277443,0.00029460143799342513,62003CJ0508:  Commission of the European Communities v United Kingdom of Great Britain and Northern Ireland. ,1,62003CJ0508,Environment
15325,62003CJ0508,21.333333333333332,2006,13,4,2011,2009,3,2,0.3076923076923077,0.6666666666666666,  Case C-508/03,EU:C:2006:287,Judgement,Jann,LÃ©ger,United Kingdom,United Kingdom-First Chamber,First Chamber,2,2003-12-01,2006-05-04,2006,5,2003.0,12.0,2.4246575342465753,1,0,Judgment of the Court (First Chamber) of 4 May 2006. , Commission of the European Communities v United Kingdom of Great Britain and Northern Ireland. ,0.002896451846488052,0.04955926325229088,0.0017297795554102075,0.00011569076923561982,0.00016162618338277443,0.00029460143799342513,62003CJ0508:  Commission of the European Communities v United Kingdom of Great Britain and Northern Ireland. ,1,62003CJ0508,Environment
15327,62002CJ0277,1.0,2004,2,1,2006,2005,1,1,0.5,1.0,  Case C-277/02,EU:C:2004:810,Judgement,Schiemann,LÃ©ger,Germany,Germany-First Chamber,First Chamber,1,2002-07-29,2004-12-16,2004,12,2002.0,7.0,2.3863013698630136,1,0,Judgment of the Court (First Chamber) of 16 December 2004. , EU-Wood-Trading GmbH v Sonderabfall-Management-Gesellschaft Rheinland-Pfalz mbH. ,0.0002715423606082549,0.0002715423606082549,4.996571095692528e-05,4.298701860142556e-05,9.497397046421436e-06,6.466739928726175e-06,62002CJ0277:  EU-Wood-Trading GmbH v Sonderabfall-Management-Gesellschaft Rheinland-Pfalz mbH. ,0,62002CJ0277,Environment
15329,62001CJ0272,1.0,2004,1,1,2006,2005,1,1,1.0,1.0,  Case C-272/01,EU:C:2004:439,Judgement,Colneric,LÃ©ger,Portugal,Portugal-Second Chamber,Second Chamber,2,2001-07-10,2004-07-15,2004,7,2001.0,7.0,3.0164383561643837,1,0,Judgment of the Court (Second Chamber) of 15 July 2004. , Commission of the European Communities v Portuguese Republic. ,0.0004525706010137581,9.051412020275162e-05,1.3437418044040252e-06,3.9445052273792255e-05,1.2057846600486072e-06,4.681645086175585e-09,62001CJ0272:  Commission of the European Communities v Portuguese Republic. ,0,62001CJ0272,Environment
15331,62001CJ0272,1.0,2004,1,1,2006,2005,1,1,1.0,1.0,  Case C-272/01,EU:C:2004:439,Judgement,Colneric,LÃ©ger,Portugal,Portugal-Second Chamber,Second Chamber,2,2001-07-10,2004-07-15,2004,7,2001.0,7.0,3.0164383561643837,1,0,Judgment of the Court (Second Chamber) of 15 July 2004. , Commission of the European Communities v Portuguese Republic. ,0.0004525706010137581,9.051412020275162e-05,1.3437418044040252e-06,3.9445052273792255e-05,1.2057846600486072e-06,4.681645086175585e-09,62001CJ0272:  Commission of the European Communities v Portuguese Republic. ,0,62001CJ0272,Environment
15332,62001CJ0194,0.0,2004,5,2,2005,2004,0,1,0.4,0.0,  Case C-194/01,EU:C:2004:248,Judgement,Rosas,LÃ©ger,Austria,Austria-Fifth Chamber,Fifth Chamber,2,2001-05-04,2004-04-29,2004,4,2001.0,5.0,2.989041095890411,1,0,Judgment of the Court (Fifth Chamber) of 29 April 2004. , Commission of the European Communities v Republic of Austria. ,0.0012671976828385226,0.045240219125636486,0.0010641761602529318,9.178007844708797e-05,2.324847499515263e-05,4.417158567052638e-05,62001CJ0194:  Commission of the European Communities v Republic of Austria. ,0,62001CJ0194,Environment
15335,62001CJ0194,0.0,2004,5,2,2005,2004,0,1,0.4,0.0,  Case C-194/01,EU:C:2004:248,Judgement,Rosas,LÃ©ger,Austria,Austria-Fifth Chamber,Fifth Chamber,2,2001-05-04,2004-04-29,2004,4,2001.0,5.0,2.989041095890411,1,0,Judgment of the Court (Fifth Chamber) of 29 April 2004. , Commission of the European Communities v Republic of Austria. ,0.0012671976828385226,0.045240219125636486,0.0010641761602529318,9.178007844708797e-05,2.324847499515263e-05,4.417158567052638e-05,62001CJ0194:  Commission of the European Communities v Republic of Austria. ,0,62001CJ0194,Environment
15340,62001CJ0341,1.0,2004,2,1,2006,2005,1,1,0.5,1.0,  Case C-341/01,EU:C:2004:254,Judgement,Rosas,LÃ©ger,Austria,Austria-Fifth Chamber,Fifth Chamber,2,2001-09-11,2004-04-29,2004,4,2001.0,9.0,2.632876712328767,1,0,Judgment of the Court (Fifth Chamber) of 29 April 2004. , Plato Plastik Robert Frank GmbH v Caropack Handelsgesellschaft mbH. ,0.0016292541636495294,0.045219079876131135,0.0001818995345848108,6.294560129598604e-05,0.001107636230958925,1.8573168641054126e-06,62001CJ0341:  Plato Plastik Robert Frank GmbH v Caropack Handelsgesellschaft mbH. ,0,62001CJ0341,Environment
15343,62001CJ0341,1.0,2004,2,1,2006,2005,1,1,0.5,1.0,  Case C-341/01,EU:C:2004:254,Judgement,Rosas,LÃ©ger,Austria,Austria-Fifth Chamber,Fifth Chamber,2,2001-09-11,2004-04-29,2004,4,2001.0,9.0,2.632876712328767,1,0,Judgment of the Court (Fifth Chamber) of 29 April 2004. , Plato Plastik Robert Frank GmbH v Caropack Handelsgesellschaft mbH. ,0.0016292541636495294,0.045219079876131135,0.0001818995345848108,6.294560129598604e-05,0.001107636230958925,1.8573168641054126e-06,62001CJ0341:  Plato Plastik Robert Frank GmbH v Caropack Handelsgesellschaft mbH. ,0,62001CJ0341,Environment
15344,62002CJ0209,2.0,2004,4,2,2006,2005,1,1,0.5,1.0,  Case C-209/02,EU:C:2004:61,Judgement,Gulmann,LÃ©ger,Austria,Austria-Second Chamber,Second Chamber,1,2002-06-04,2004-01-29,2004,1,2002.0,6.0,1.6547945205479453,1,0,Judgment of the Court (Second Chamber) of 29 January 2004. , Commission of the European Communities v Republic of Austria. ,0.0006335988414192613,0.05126362935591396,0.0003102217551187221,0.00011631156643512449,2.173341128764697e-05,2.45538633020448e-05,62002CJ0209:  Commission of the European Communities v Republic of Austria. ,0,62002CJ0209,Environment
15346,62002CJ0201,3.0,2004,16,3,2006,2005,1,1,0.1875,1.0,  Case C-201/02,EU:C:2004:12,Judgement,Jann,LÃ©ger,United Kingdom,United Kingdom-Fifth Chamber,Fifth Chamber,2,2002-05-06,2004-01-07,2004,1,2002.0,5.0,1.673972602739726,1,0,Judgment of the Court (Fifth Chamber) of 7 January 2004. , The Queen; on the application of Delena Wells v Secretary of State for Transport; Local Government and the Regions. ,0.00334902244750181,0.05835932985013391,0.0036470849677153368,0.00017684434215786544,0.0005340450544102153,0.00026520322298994394,62002CJ0201:  The Queen; on the application of Delena Wells v Secretary of State for Transport; Local Government and the Regions. ,1,62002CJ0201,Environment
15348,62002CJ0201,3.0,2004,16,3,2006,2005,1,1,0.1875,1.0,  Case C-201/02,EU:C:2004:12,Judgement,Jann,LÃ©ger,United Kingdom,United Kingdom-Fifth Chamber,Fifth Chamber,2,2002-05-06,2004-01-07,2004,1,2002.0,5.0,1.673972602739726,1,0,Judgment of the Court (Fifth Chamber) of 7 January 2004. , The Queen; on the application of Delena Wells v Secretary of State for Transport; Local Government and the Regions. ,0.00334902244750181,0.05835932985013391,0.0036470849677153368,0.00017684434215786544,0.0005340450544102153,0.00026520322298994394,62002CJ0201:  The Queen; on the application of Delena Wells v Secretary of State for Transport; Local Government and the Regions. ,1,62002CJ0201,Environment
15349,62000CJ0322,2.0,2003,4,2,2005,2004,1,1,0.5,1.0,  Case C-322/00,EU:C:2003:532,Judgement,Macken,LÃ©ger,Netherlands,Netherlands-Sixth Chamber,Sixth Chamber,1,2000-08-30,2003-10-02,2003,10,2000.0,8.0,3.0904109589041098,1,0,Judgment of the Court (Sixth Chamber) of 2 October 2003. , Commission of the European Communities v Kingdom of the Netherlands. ,0.0004525706010137581,0.0471754182872288,2.5160079228895457e-05,0.00011928041442906912,8.62414376231228e-06,4.575433504712659e-06,62000CJ0322:  Commission of the European Communities v Kingdom of the Netherlands. ,0,62000CJ0322,Environment
15351,62001CJ0378,6.0,2003,2,1,2007,2006,3,1,0.5,0.3333333333333333,  Case C-378/01,EU:C:2003:176,Judgement,Gulmann,LÃ©ger,Italy,Italy-Sixth Chamber,Sixth Chamber,1,2001-10-02,2003-03-20,2003,3,2001.0,10.0,1.463013698630137,1,0,Judgment of the Court (Sixth Chamber) of 20 March 2003. , Commission of the European Communities v Italian Republic. ,0.00018102824040550325,0.046472161508476335,0.0,4.1532374143583656e-05,1.10696434670663e-06,7.78999540913804e-07,62001CJ0378:  Commission of the European Communities v Italian Republic. ,0,62001CJ0378,Environment
15352,62002CJ0143,0.0,2003,2,2,2003,2003,0,0,1.0,0.0,  Case C-143/02,EU:C:2003:178,Judgement,Gulmann,LÃ©ger,Italy,Italy-Third Chamber,Third Chamber,1,2002-04-17,2003-03-20,2003,3,2002.0,4.0,0.9232876712328767,1,0,Judgment of the Court (Third Chamber) of 20 March 2003. , Commission of the European Communities v Italian Republic. ,0.0004525706010137581,0.04480149669655329,0.0006435098172927254,7.190861802188881e-05,1.676267072864571e-07,4.055747518085053e-08,62002CJ0143:  Commission of the European Communities v Italian Republic. ,0,62002CJ0143,Environment
15353,62001CJ0333,3.0,2003,2,1,2006,2005,2,1,0.5,0.5,  Case C-333/01,EU:C:2003:157,Judgement,Colneric,LÃ©ger,Spain,Spain-Second Chamber,Second Chamber,1,2001-09-06,2003-03-13,2003,3,2001.0,9.0,1.515068493150685,1,0,Judgment of the Court (Second Chamber) of 13 March 2003. , Commission of the European Communities v Kingdom of Spain. ,0.0003620564808110065,0.031355966983402726,3.1072660038327145e-05,4.675727435225816e-05,8.414508716584426e-07,2.1169412899415733e-07,62001CJ0333:  Commission of the European Communities v Kingdom of Spain. ,0,62001CJ0333,Environment
15354,62001CJ0415,22.0,2003,8,3,2008,2005,2,3,0.375,1.5,  Case C-415/01,EU:C:2003:118,Judgement,Gulmann,LÃ©ger,Belgium,Belgium-Sixth Chamber,Sixth Chamber,1,2001-10-19,2003-02-27,2003,2,2001.0,10.0,1.358904109589041,1,0,Judgment of the Court (Sixth Chamber) of 27 February 2003. , Commission of the European Communities v Kingdom of Belgium. ,0.0010861694424330196,0.05040083949188613,0.00020512550019010644,8.290864864679703e-05,6.92911851810477e-06,5.0197686978374734e-05,62001CJ0415:  Commission of the European Communities v Kingdom of Belgium. ,0,62001CJ0415,Environment
15355,62001CJ0324,3.0,2002,2,1,2005,2004,2,1,0.5,0.5,  Case C-324/01,EU:C:2002:729,Judgement,Gulmann,LÃ©ger,Belgium,Belgium-Sixth Chamber,Sixth Chamber,1,2001-08-28,2002-12-05,2002,12,2001.0,8.0,1.2712328767123289,1,0,Judgment of the Court (Sixth Chamber) of 5 December 2002. , Commission of the European Communities v Kingdom of Belgium. ,0.0005430847212165098,0.03969387433626788,1.4139254759016904e-05,4.084875872250093e-05,6.373989840983997e-06,1.4270439861058786e-05,62001CJ0324:  Commission of the European Communities v Kingdom of Belgium. ,0,62001CJ0324,Environment
15358,62000CJ0139,10.5,2002,12,5,2005,2004,2,1,0.4166666666666667,0.5,  Case C-139/00,EU:C:2002:438,Judgement,Timmermans,LÃ©ger,Spain,Spain-Fifth Chamber,Fifth Chamber,1,2000-04-11,2002-07-11,2002,7,2000.0,4.0,2.249315068493151,1,0,Judgment of the Court (Fifth Chamber) of 11 July 2002. , Commission of the European Communities v Kingdom of Spain. ,0.001176683562635771,0.05189863640638717,5.541603777460326e-05,0.000278498722466325,5.902781871870947e-06,0.00016319780893304982,62000CJ0139:  Commission of the European Communities v Kingdom of Spain. ,1,62000CJ0139,Environment
15359,62000CJ0117,20.0,2002,3,2,2007,2006,4,1,0.6666666666666666,0.25,  Case C-117/00,EU:C:2002:366,Judgement,Gulmann,LÃ©ger,Ireland,Ireland-Sixth Chamber,Sixth Chamber,1,2000-03-27,2002-06-13,2002,6,2000.0,3.0,2.213698630136986,1,0,Judgment of the Court (Sixth Chamber) of 13 June 2002. , Commission of the European Communities v Ireland. ,0.0006335988414192613,0.044257458110342734,9.15687712135434e-05,8.020800252320128e-05,2.3521376679253524e-06,2.1528776038396984e-06,62000CJ0117:  Commission of the European Communities v Ireland. ,0,62000CJ0117,Environment
15361,62001CJ0064,42.0,2002,2,2,2009,2008,6,1,1.0,0.16666666666666666,  Case C-64/01,EU:C:2002:157,Judgement,Schintgen,LÃ©ger,Greece,Greece-Second Chamber,Second Chamber,1,2001-02-13,2002-03-07,2002,3,2001.0,2.0,1.0602739726027397,1,0,Judgment of the Court (Second Chamber) of 7 March 2002. , Commission of the European Communities v Hellenic Republic. ,0.0002715423606082549,0.00038242215785662566,2.74210725939358e-07,3.940825370380605e-05,8.388351074218652e-07,2.1041975209003024e-06,62001CJ0064:  Commission of the European Communities v Hellenic Republic. ,0,62001CJ0064,Environment
15364,61999CJ0324,0.5,2001,20,3,2003,2002,1,1,0.15,1.0,  Case C-324/99,EU:C:2001:682,Judgement,La Pergola,LÃ©ger,Germany,Germany-not_specified,not_specified,2,1999-08-30,2001-12-13,2001,12,1999.0,8.0,2.2904109589041095,1,0,Judgment of the Court of 13 December 2001. , DaimlerChrysler AG v Land Baden-Württemberg. ,0.0020818247646632875,0.0654699769770037,0.00019361004516160163,0.0003020106942109862,8.043404045334383e-06,0.00040333464247669656,61999CJ0324:  DaimlerChrysler AG v Land Baden-Württemberg. ,1,61999CJ0324,Environment
15369,61999CJ0324,0.5,2001,20,3,2003,2002,1,1,0.15,1.0,  Case C-324/99,EU:C:2001:682,Judgement,La Pergola,LÃ©ger,Germany,Germany-not_specified,not_specified,2,1999-08-30,2001-12-13,2001,12,1999.0,8.0,2.2904109589041095,1,0,Judgment of the Court of 13 December 2001. , DaimlerChrysler AG v Land Baden-Württemberg. ,0.0020818247646632875,0.0654699769770037,0.00019361004516160163,0.0003020106942109862,8.043404045334383e-06,0.00040333464247669656,61999CJ0324:  DaimlerChrysler AG v Land Baden-Württemberg. ,1,61999CJ0324,Environment
15372,62000CJ0103,17.333333333333336,2002,34,6,2006,2005,3,1,0.17647058823529413,0.3333333333333333,  Case C-103/00,EU:C:2002:60,Judgement,Gulmann,LÃ©ger,Greece,Greece-Sixth Chamber,Sixth Chamber,1,2000-03-17,2002-01-30,2002,1,2000.0,3.0,1.873972602739726,1,0,Judgment of the Court (Sixth Chamber) of 30 January 2002. , Commission of the European Communities v Hellenic Republic. ,0.0030774800868935553,0.054199714835096884,0.0013683756489339177,0.0006679864802662885,4.2234760682587477e-07,0.000402001778263427,62000CJ0103:  Commission of the European Communities v Hellenic Republic. ,1,62000CJ0103,Environment
15373,62001CJ0196,1.0,2002,1,1,2004,2003,1,1,1.0,1.0,  Case C-196/01,EU:C:2002:22,Judgement,SevÃ³n,LÃ©ger,Luxembourg,Luxembourg-First Chamber,First Chamber,2,2001-05-08,2002-01-15,2002,1,2001.0,5.0,0.6904109589041096,1,0,Judgment of the Court (First Chamber) of 15 January 2002. , Commission of the European Communities v Grand-duché de Luxembourg. ,0.00018102824040550325,0.0419633635980077,5.4470416062654936e-05,3.632277725587334e-05,2.8632364794471885e-191,1.842726675803408e-06,62001CJ0196:  Commission of the European Communities v Grand-duché de Luxembourg. ,0,62001CJ0196,Environment
15376,62001CJ0196,1.0,2002,1,1,2004,2003,1,1,1.0,1.0,  Case C-196/01,EU:C:2002:22,Judgement,SevÃ³n,LÃ©ger,Luxembourg,Luxembourg-First Chamber,First Chamber,2,2001-05-08,2002-01-15,2002,1,2001.0,5.0,0.6904109589041096,1,0,Judgment of the Court (First Chamber) of 15 January 2002. , Commission of the European Communities v Grand-duché de Luxembourg. ,0.00018102824040550325,0.0419633635980077,5.4470416062654936e-05,3.632277725587334e-05,2.8632364794471885e-191,1.842726675803408e-06,62001CJ0196:  Commission of the European Communities v Grand-duché de Luxembourg. ,0,62001CJ0196,Environment
15379,61999CJ0220,0.0,2001,3,2,2002,2001,0,1,0.6666666666666666,0.0,  Case C-220/99,EU:C:2001:434,Judgement,Gulmann,LÃ©ger,France,France-Sixth Chamber,Sixth Chamber,1,1999-06-09,2001-09-11,2001,9,1999.0,6.0,2.26027397260274,1,0,Judgment of the Court (Sixth Chamber) of 11 September 2001. , Commission of the European Communities v French Republic. ,0.0003620564808110065,0.04961761062295925,2.0738251663134675e-05,0.00031889921852299634,5.153818752558414e-07,3.3022707012455464e-06,61999CJ0220:  Commission of the European Communities v French Republic. ,0,61999CJ0220,Environment
15380,61999CJ0071,4.0,2001,5,4,2003,2002,1,1,0.8,1.0,  Case C-71/99,EU:C:2001:433,Judgement,Gulmann,LÃ©ger,Germany,Germany-Sixth Chamber,Sixth Chamber,1,1999-03-01,2001-09-11,2001,9,1999.0,3.0,2.5342465753424657,1,0,Judgment of the Court (Sixth Chamber) of 11 September 2001. , Commission of the European Communities v Federal Republic of Germany. ,0.0005430847212165098,0.04143965530979466,7.045077684532042e-05,8.81139753838859e-05,3.32653661756135e-08,1.4481754987785283e-06,61999CJ0071:  Commission of the European Communities v Federal Republic of Germany. ,0,61999CJ0071,Environment
